DateTime,PM10 (ug/m3),PM2.5 (ug/m3)
28/05/2021,28.4,25.8
29/05/2021,12.1,8.6
30/05/2021,13.9,6
31/05/2021,7,3.6
1/06/2021,13.3,9.7
2/06/2021,46.1,43.3
3/06/2021,32.4,29
4/06/2021,35.6,31.7
5/06/2021,12.1,10.3
6/06/2021,15.9,9.4
7/06/2021,17.7,16.2
8/06/2021,14.1,10.9
9/06/2021,29,24.6
10/06/2021,17.3,13.8
11/06/2021,29,19.4
12/06/2021,30.3,25.8
13/06/2021,49.7,48.2
14/06/2021,16.5,15.8
15/06/2021,29.3,27.8
16/06/2021,23.8,22.4
17/06/2021,10.7,8.9
18/06/2021,13.2,10.8
19/06/2021,11.6,9.4
20/06/2021,7.5,6.8
21/06/2021,7,5.1
22/06/2021,14.5,11.4
23/06/2021,16.5,9.9
24/06/2021,47.7,41.7
25/06/2021,20.8,18.6
26/06/2021,16.1,12.6
27/06/2021,12.7,10.8
28/06/2021,14.8,10.6
29/06/2021,10.3,5.7
30/06/2021,12.1,8
1/07/2021,18.9,14.6
2/07/2021,26.5,21.3
3/07/2021,27.9,24.2
4/07/2021,38.1,35.5
5/07/2021,36.6,29.8
6/07/2021,10.3,3.9
7/07/2021,14,10.7
8/07/2021,18.1,15.7
9/07/2021,20.9,15.1
10/07/2021,18.6,12.8
11/07/2021,22.1,17.2
12/07/2021,45.7,39.2
13/07/2021,27.4,23.2
14/07/2021,55.1,51.2
15/07/2021,15.7,9.2
16/07/2021,11.4,7.3
17/07/2021,8.6,8.3
18/07/2021,8.8,7.8
19/07/2021,10.1,9.3
20/07/2021,23,18.9
21/07/2021,20.6,16.1
22/07/2021,12.8,10.2
23/07/2021,22.3,18
24/07/2021,17.7,13.8
25/07/2021,16.7,10.9
26/07/2021,22,10
27/07/2021,25.8,23.2
28/07/2021,26.1,21
29/07/2021,19.4,12.8
30/07/2021,19.5,14.2
31/07/2021,22.7,14.8
1/08/2021,12.2,6
2/08/2021,17.1,8.8
3/08/2021,11.1,5.7
4/08/2021,13.5,6
5/08/2021,18.6,9.9
6/08/2021,19,16.4
7/08/2021,18.9,13.5
8/08/2021,15.8,12.3
9/08/2021,12.3,9.1
10/08/2021,18.1,16.7
11/08/2021,21.4,17
12/08/2021,18.3,14.7
13/08/2021,7.8,5.8
14/08/2021,33.8,32.2
15/08/2021,49.4,45.1
16/08/2021,15.8,12.7
17/08/2021,7.4,6
18/08/2021,10.5,7.6
19/08/2021,23.5,21.6
20/08/2021,15.6,12.4
21/08/2021,10.9,6.7
22/08/2021,10.3,8.5
23/08/2021,9.4,8.3
24/08/2021,6,4.4
25/08/2021,7,4.2
26/08/2021,8.8,5.9
27/08/2021,9,5.2
28/08/2021,4.5,3.6
29/08/2021,7.7,6
30/08/2021,17.1,9.5
31/08/2021,16.2,10.6
1/09/2021,13.6,9.1
2/09/2021,20.5,15.8
3/09/2021,30.6,25.7
4/09/2021,17,12.6
5/09/2021,27.9,23.4
6/09/2021,11.8,7
7/09/2021,7.9,2
8/09/2021,11.3,7.8
9/09/2021,11.3,8.3
10/09/2021,9.9,3.3
11/09/2021,10.6,6.2
12/09/2021,12,5.8
13/09/2021,7.3,3.8
14/09/2021,14.3,11.1
15/09/2021,20.2,16.3
16/09/2021,12.4,8.4
17/09/2021,19.2,12.3
18/09/2021,21.4,17
19/09/2021,12.3,9.3
20/09/2021,15.6,9.3
21/09/2021,11.2,5.5
22/09/2021,8,3.8
23/09/2021,9.9,7.8
24/09/2021,11.4,5.9
25/09/2021,15.3,4.1
26/09/2021,7.8,6
27/09/2021,11.7,8.4
28/09/2021,12.7,8.5
29/09/2021,10.9,7.1
30/09/2021,8.7,4.5
1/10/2021,11.5,6.3
2/10/2021,15.8,9.2
3/10/2021,13.6,7.2
4/10/2021,8.1,4.9
5/10/2021,8.9,4
6/10/2021,9,5
7/10/2021,9,4.7
8/10/2021,7.4,2.6
9/10/2021,8.5,4.1
10/10/2021,7.7,3.5
11/10/2021,7.4,3.2
12/10/2021,4.5,2.2
13/10/2021,11.1,6.4
14/10/2021,8.2,3.4
15/10/2021,11.3,5.5
16/10/2021,11.6,4.9
17/10/2021,10.3,2.8
18/10/2021,8.1,2.4
19/10/2021,9.5,3.7
20/10/2021,10.1,4.6
21/10/2021,10.4,5.5
22/10/2021,11.8,5.2
23/10/2021,12.5,4.6
24/10/2021,21.8,8.3
25/10/2021,14.7,7.4
26/10/2021,7.8,5
27/10/2021,14.3,8.7
28/10/2021,6.9,4.2
29/10/2021,7.4,4
30/10/2021,11.2,4.8
31/10/2021,8.6,1.8
1/11/2021,18.9,6
2/11/2021,11.7,6
3/11/2021,12.9,5.1
4/11/2021,15.6,6.8
5/11/2021,17.1,5.9
6/11/2021,13.9,4.9
7/11/2021,8.3,3.5
8/11/2021,6.5,2.8
9/11/2021,6.4,3.1
10/11/2021,16.9,6.9
11/11/2021,14.3,6.2
12/11/2021,9.8,3.8
13/11/2021,13.7,4.4
14/11/2021,6.1,2.9
15/11/2021,5.6,2.1
16/11/2021,13.1,1.6
17/11/2021,7.3,1.9
18/11/2021,11.1,3.7
19/11/2021,9.8,3.4
20/11/2021,11.8,4.3
21/11/2021,9.8,4.1
22/11/2021,12.4,4.1
23/11/2021,11,4.6
24/11/2021,9.8,4.1
25/11/2021,19.2,7.6
26/11/2021,17.5,4.9
27/11/2021,7.5,3.4
28/11/2021,5.5,2.4
29/11/2021,4.5,2.9
30/11/2021,10.3,5.3
1/12/2021,9.6,4.3
2/12/2021,15.1,5.3
3/12/2021,19.1,6.7
4/12/2021,4.5,2.1
5/12/2021,4.5,2.1
6/12/2021,9,4.8
7/12/2021,5,3.1
8/12/2021,10.2,3.8
9/12/2021,14.7,7.6
10/12/2021,9,4.1
11/12/2021,7.7,3.8
12/12/2021,11.9,4.2
13/12/2021,9.7,3.7
14/12/2021,7.6,3.8
15/12/2021,3.7,2.4
16/12/2021,4.2,2.2
17/12/2021,7.1,3.3
18/12/2021,7.9,3.9
19/12/2021,13.2,6
20/12/2021,12.4,3.7
21/12/2021,9.2,3.2
22/12/2021,8.4,3.6
23/12/2021,19,6.3
24/12/2021,10.7,4.4
25/12/2021,10.5,3.9
26/12/2021,7.9,3.4
27/12/2021,10.6,4.4
28/12/2021,5.3,2.8
29/12/2021,6.2,2.7
30/12/2021,7.3,3
31/12/2021,9.5,3.9
1/01/2022,11.6,6.4
2/01/2022,14.2,6.3
3/01/2022,17.7,8.5
4/01/2022,14.1,7.6
5/01/2022,10.2,4.5
6/01/2022,10.9,3.8
7/01/2022,12.1,4.7
8/01/2022,11.9,4.2
9/01/2022,9.8,4.5
10/01/2022,12.2,5.7
11/01/2022,15.1,6.9
12/01/2022,9,3.7
13/01/2022,12.5,4.5
14/01/2022,11.8,4.7
15/01/2022,9.4,4.2
16/01/2022,11.3,4.3
17/01/2022,12.5,4.6
18/01/2022,15.9,6
19/01/2022,17.3,6.7
20/01/2022,4.4,2.1
21/01/2022,9.2,3.8
22/01/2022,13.1,5.1
23/01/2022,9.5,4.6
24/01/2022,9.1,3.2
25/01/2022,10.7,4.6
26/01/2022,10.4,5.5
27/01/2022,8.3,2.5
28/01/2022,11.3,3.1
29/01/2022,17.6,6
30/01/2022,12.1,5
31/01/2022,9.9,3.8
1/02/2022,13,5.3
2/02/2022,8.5,3.3
3/02/2022,8,3.3
4/02/2022,3.8,2
5/02/2022,3.6,2
6/02/2022,5.8,2.7
7/02/2022,7.7,3.3
8/02/2022,8.8,3.5
9/02/2022,5.6,2.6
10/02/2022,7,3.9
11/02/2022,6.3,3.7
12/02/2022,3.7,2.1
13/02/2022,5,2.7
14/02/2022,5.8,2.5
15/02/2022,9.5,3.8
16/02/2022,10.4,5.1
17/02/2022,9.7,4.2
18/02/2022,10.6,4.5
19/02/2022,9,3.7
20/02/2022,11.9,4.9
21/02/2022,10.5,3.9
22/02/2022,11.5,4.6
23/02/2022,12.1,5
24/02/2022,14.1,5.6
25/02/2022,11.9,4.3
26/02/2022,12.4,5
27/02/2022,16.9,6.4
28/02/2022,12.4,5.2
1/03/2022,12.5,5.1
2/03/2022,11.6,4.8
3/03/2022,13.7,6.7
4/03/2022,15.9,7.9
5/03/2022,13.8,6.9
6/03/2022,11.4,5.9
7/03/2022,9.7,4.3
8/03/2022,6.3,2.9
9/03/2022,11.7,5.2
10/03/2022,10,5
11/03/2022,7.6,4.1
12/03/2022,10.7,3.4
13/03/2022,9,3.9
14/03/2022,7.5,3.7
15/03/2022,11.5,6.1
16/03/2022,7.1,4.3
17/03/2022,10.9,6.1
18/03/2022,9.2,5.8
19/03/2022,8.7,4.2
20/03/2022,11.2,5.6
21/03/2022,12.5,5.8
22/03/2022,5.1,2.5
23/03/2022,5,3.2
24/03/2022,11.6,5.6
25/03/2022,13,5.8
26/03/2022,9.5,4.8
27/03/2022,7,3.7
28/03/2022,7.1,3.5
29/03/2022,6.4,3.2
30/03/2022,6.2,2.5
31/03/2022,7.2,3.4
1/04/2022,9.3,5.3
2/04/2022,7.7,4.9
3/04/2022,5.4,3.1
4/04/2022,8.1,4.8
5/04/2022,8.9,5.9
6/04/2022,7.3,4.3
7/04/2022,12.6,9.3
8/04/2022,12.3,7.3
9/04/2022,18.9,11.1
10/04/2022,12.3,7.4
11/04/2022,7.6,4.6
12/04/2022,6.5,4
13/04/2022,7.1,4.6
14/04/2022,11.2,8.8
15/04/2022,9.3,7.2
16/04/2022,11.5,7.8
17/04/2022,11.2,6.4
18/04/2022,13,8.4
19/04/2022,18.2,13.3
20/04/2022,16.4,13.2
21/04/2022,3.9,2
22/04/2022,10.8,7.7
23/04/2022,12.5,10.3
24/04/2022,13.7,12.6
25/04/2022,8.2,6
26/04/2022,13.9,7.8
27/04/2022,11.1,7.1
28/04/2022,20,13.2
29/04/2022,17.8,11.9
30/04/2022,22,16.5
1/05/2022,22.3,10.7
2/05/2022,17,8.1
3/05/2022,12,6.4
4/05/2022,9,7.2
5/05/2022,9.6,7.8
6/05/2022,11.7,7.5
7/05/2022,14.3,11.8
8/05/2022,12.6,10.7
9/05/2022,6.6,5.1
10/05/2022,11.4,7.9
11/05/2022,11.7,9.4
12/05/2022,24.1,22.6
13/05/2022,26.1,23.1
14/05/2022,21.9,18.9
15/05/2022,7.2,5.4
16/05/2022,12.1,11.5
17/05/2022,12.8,10.3
18/05/2022,12,8.8
19/05/2022,5.4,3.6
20/05/2022,6.7,5.7
21/05/2022,15.1,13.3
22/05/2022,28.8,21
23/05/2022,13,9.8
24/05/2022,25.9,22.9
25/05/2022,24.8,18.9
26/05/2022,16.5,11.6
27/05/2022,25.7,20.6
28/05/2022,28.6,25.3
29/05/2022,35.4,33.7
30/05/2022,12.9,11.5
31/05/2022,6.5,4.5
1/06/2022,4.8,3.3
2/06/2022,9.3,6.3
3/06/2022,12.4,10.2
4/06/2022,15.6,12.5
5/06/2022,14.5,12
6/06/2022,28.8,25.2
7/06/2022,10.7,6.9
8/06/2022,6.8,5.5
9/06/2022,6.3,5.6
10/06/2022,3.8,3.2
11/06/2022,6.2,6
12/06/2022,5.1,4.8
13/06/2022,6,5.7
14/06/2022,31.4,27.8
15/06/2022,29.4,23.6
16/06/2022,25.2,21.2
17/06/2022,14.5,8.4
18/06/2022,13.1,11.9
19/06/2022,7,6.2
20/06/2022,8.5,6.8
21/06/2022,11.8,11.2
22/06/2022,33,27.7
23/06/2022,36.7,31.1
24/06/2022,45.1,42.1
25/06/2022,15.6,13.6
26/06/2022,20.3,18.2
27/06/2022,24.6,20.5
28/06/2022,17.2,16.7
29/06/2022,25.1,23.2
30/06/2022,21.1,17.7
1/07/2022,25.6,23.4
2/07/2022,28.2,23.6
3/07/2022,56.8,56.1
4/07/2022,29.9,23.6
5/07/2022,67.3,62.4
6/07/2022,54.6,41
7/07/2022,38.3,30.4
8/07/2022,19.5,17.9
9/07/2022,20.6,19.9
10/07/2022,27.1,19.2
11/07/2022,34.5,28
12/07/2022,7.2,5.4
13/07/2022,20.4,19.3
14/07/2022,15.8,14
15/07/2022,11.2,9.3
16/07/2022,27.6,26.9
17/07/2022,26.7,26.3
18/07/2022,8.2,5
19/07/2022,6.6,4.9
20/07/2022,5.2,5.7
21/07/2022,5.5,4.8
22/07/2022,11.1,11.2
23/07/2022,20.3,17.1
24/07/2022,12.8,11.5
25/07/2022,10,10.2
26/07/2022,6,6.8
27/07/2022,14.1,14.5
28/07/2022,12,12.5
29/07/2022,18.7,18
30/07/2022,10.4,9.2
31/07/2022,7,6.9
1/08/2022,47.8,45.7
2/08/2022,5.2,4.6
3/08/2022,13.7,12.2
4/08/2022,15.2,11.7
5/08/2022,12.6,9.5
6/08/2022,11,9.3
7/08/2022,7.3,7.8
8/08/2022,13.8,10.2
9/08/2022,10.8,8.2
10/08/2022,21.5,17.6
11/08/2022,15.6,13.7
12/08/2022,18.1,16.2
13/08/2022,13.4,11.8
14/08/2022,33.9,30.9
15/08/2022,20.6,14.1
16/08/2022,15.4,8.4
17/08/2022,23.7,11.4
18/08/2022,10.8,9.1
19/08/2022,8,5.8
20/08/2022,8.1,7.1
21/08/2022,15.4,13.6
22/08/2022,9.3,8.8
23/08/2022,11.4,8.1
24/08/2022,8.7,4.7
25/08/2022,13.2,7.1
26/08/2022,10.7,7
27/08/2022,11.9,9
28/08/2022,12.3,10.2
29/08/2022,13,9.5
30/08/2022,18.3,13
31/08/2022,14.9,9.8
1/09/2022,18,10.8
2/09/2022,11.9,7.3
3/09/2022,6.3,3.2
4/09/2022,10.7,4.5
5/09/2022,12.9,6.3
6/09/2022,13.5,10.9
7/09/2022,19.9,15.7
8/09/2022,10.3,6.3
9/09/2022,8.6,6.4
10/09/2022,12.5,8
11/09/2022,9.8,7.6
12/09/2022,16.7,13.4
13/09/2022,6.9,4.1
14/09/2022,14.6,11.5
15/09/2022,23.8,18.9
16/09/2022,17,9
17/09/2022,17.5,9.2
18/09/2022,15.6,10.3
19/09/2022,8.1,4.6
20/09/2022,10.3,4.6
21/09/2022,12.8,5.5
22/09/2022,8,5.3
23/09/2022,6.5,4.9
24/09/2022,9.6,6.2
25/09/2022,10.3,6.1
26/09/2022,25,10
27/09/2022,26.2,11.3
28/09/2022,18,10.4
29/09/2022,8.3,4.5
30/09/2022,16.1,11.1
1/10/2022,16.1,9.6
2/10/2022,7.9,4.3
3/10/2022,13.8,7.1
4/10/2022,16.4,7.5
5/10/2022,9.6,5.4
6/10/2022,6.9,3.9
7/10/2022,19.4,8.2
8/10/2022,25.2,13.2
9/10/2022,10.4,7.4
10/10/2022,8.7,4.3
11/10/2022,14.5,4.6
12/10/2022,12.2,5
13/10/2022,13.5,6.3
14/10/2022,11.3,5.6
15/10/2022,10.6,4.6
16/10/2022,12.2,5.4
17/10/2022,13.3,7
18/10/2022,12,6.4
19/10/2022,7.9,4.6
20/10/2022,13.5,6.1
21/10/2022,25.1,9.3
22/10/2022,21.1,8.7
23/10/2022,16.1,6.9
24/10/2022,14.6,7.4
25/10/2022,13.6,5.5
26/10/2022,10.9,4.9
27/10/2022,9,4.3
28/10/2022,13.9,6.9
29/10/2022,5.8,3.8
30/10/2022,5.2,3.2
31/10/2022,9.9,5.8
1/11/2022,4.9,2.8
2/11/2022,6.5,3
3/11/2022,11.8,5
4/11/2022,5.4,2.3
5/11/2022,17.7,6.9
6/11/2022,16.8,6.3
7/11/2022,15,6.3
8/11/2022,14.5,7
9/11/2022,13.6,6.7
10/11/2022,21.2,8.3
11/11/2022,17.6,7.1
12/11/2022,7.4,4.3
13/11/2022,9.9,5.9
14/11/2022,13.4,6.9
15/11/2022,16.8,7
16/11/2022,17.5,8.6
17/11/2022,13.8,8
18/11/2022,5.5,4.2
19/11/2022,4.8,3.1
20/11/2022,5.9,3.6
21/11/2022,7,4.2
22/11/2022,5.9,3
23/11/2022,5.6,2.4
24/11/2022,5,2.3
25/11/2022,5.8,3.6
26/11/2022,7,3.9
27/11/2022,6.3,3.9
28/11/2022,8.1,3.9
